outcome,specification,calendar_block_days,term,coefficient,hac_se,block_wild_low,block_wild_high,n,r_squared,design_condition_number,rank
log_holding_168h,market_adjusted,14,year_2021,2.553014185143506,0.36827095146461064,1.7729199144987284,3.349878234912572,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,14,log_price,-0.061216012455456825,0.1994635916242323,-0.45452458720788336,0.3465662129388772,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,14,log_vol,-0.7009641278853969,0.13999921185999153,-0.9599905043432735,-0.4457746602481759,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,14,lag_return_30d,-0.4087607720590767,0.2936233423436245,-0.988183147540378,0.14737996116811408,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,28,intercept,0.9320628437140439,2.0329837246147164,-3.157546674444756,4.838532187638782,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,28,year_2019,1.1478837753553963,0.20650189316869463,0.7132159927490964,1.6437509037227238,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,28,year_2020,1.4743661925510452,0.22612034355437255,1.0174927831245597,1.8816102352761264,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,28,year_2021,2.553014185143506,0.4135310329672172,1.7598971429774337,3.3694955876001904,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,28,log_price,-0.061216012455456825,0.2301979624949372,-0.5037650025455332,0.4036345026679243,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,28,log_vol,-0.7009641278853969,0.15104949891206335,-0.9730286493000386,-0.42484962075583016,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,28,lag_return_30d,-0.4087607720590767,0.31657541691222774,-1.007260812984723,0.20771658284105465,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,capital_and_market,7,intercept,-2.1037049247134516,1.8016071293272395,-5.698027644622737,1.3739616527702758,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,7,year_2019,0.8447361312412422,0.17988906503499472,0.5268271151095626,1.1913360534675947,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,7,year_2020,0.9360296980638471,0.2749187473020986,0.349101248000471,1.4298811769834368,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,7,year_2021,1.4893548285185885,0.4966865818001189,0.5850997230283423,2.479926955313534,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,7,log_capital,0.09528522466285827,0.038927645362280036,0.02412285874285188,0.16736085368205067,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,7,log_price,0.1728389305085497,0.17789565126158283,-0.17545880649925294,0.5240064795429643,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,7,log_vol,-0.5566047330817665,0.13739685905905732,-0.8186386288298969,-0.2554447385247132,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,7,lag_return_30d,-0.3941395336731045,0.2382906556008745,-0.8105542332405815,0.0645382606522886,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,14,intercept,-2.1037049247134516,1.9263244133362785,-6.133726761392585,1.5362614832109902,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,14,year_2019,0.8447361312412422,0.19758266792713028,0.4666187424972806,1.2276733999165395,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,14,year_2020,0.9360296980638471,0.2960994075919716,0.3302966072917333,1.5003957882534136,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,14,year_2021,1.4893548285185885,0.522807085759149,0.4178124590893722,2.5231152046099385,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,14,log_capital,0.09528522466285827,0.041374559486642384,0.021940042193467648,0.1700353304968265,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,14,log_price,0.1728389305085497,0.19076956965333483,-0.1991719020344786,0.5904847349257712,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,14,log_vol,-0.5566047330817665,0.14088959789248484,-0.8217823548827221,-0.2993307647194988,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,14,lag_return_30d,-0.3941395336731045,0.2581670042034114,-0.8713269194836861,0.06488538409061505,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,28,intercept,-2.1037049247134516,2.1372117055497832,-6.520699158503929,2.3457994491577154,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,28,year_2019,0.8447361312412422,0.2126397729189755,0.4192214131130426,1.3349449213910722,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,28,year_2020,0.9360296980638471,0.30737845523200485,0.29941435428159935,1.5295390451080944,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,28,year_2021,1.4893548285185885,0.5597842314335594,0.2935344646159306,2.6198591104641067,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,28,log_capital,0.09528522466285827,0.040783376924492076,0.010262890933987941,0.1781721384003921,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,28,log_price,0.1728389305085497,0.2136181767351417,-0.26584652055807134,0.6037080540998221,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,28,log_vol,-0.5566047330817665,0.1462437668401169,-0.8425484162249051,-0.2845785427775169,2571,0.31263695883792486,614.6544856312319,8
log_holding_168h,capital_and_market,28,lag_return_30d,-0.3941395336731045,0.28109033099235065,-0.888084058825366,0.1494210917676994,2571,0.31263695883792486,614.6544856312319,8
