date,asset,gross_sat,fee_sat,funding_credit_sat
2021-10-13,btc,-4739895414,-998842,18031875
2021-10-13,eth,-657979978,-692804,188915455
2021-10-13,xrp,0,0,25330058
2021-10-14,btc,0,0,29591596
2021-10-14,eth,0,0,249868580
2021-10-14,xrp,0,0,44594718
2021-10-15,btc,0,510616,30641803
2021-10-15,eth,0,-1592899,276140742
2021-10-15,xrp,0,0,53172012
2021-10-16,btc,0,0,39629892
2021-10-16,eth,0,0,236214376
2021-10-16,xrp,0,0,61948333
2021-10-17,btc,0,0,28646021
2021-10-17,eth,0,0,286869611
2021-10-17,xrp,0,0,83634389
2021-10-18,btc,0,0,46769800
2021-10-18,eth,0,0,192263032
2021-10-18,xrp,0,0,68898526
2021-10-19,btc,0,0,19054416
2021-10-19,eth,0,0,266934731
2021-10-19,xrp,0,0,50658929
2021-10-20,btc,-3438159809,1019210,17051246
2021-10-20,eth,-1333111535,62697,113118260
2021-10-20,xrp,0,0,42979275
2021-10-21,btc,-5370697759,3009267,70807539
2021-10-21,eth,-5062354542,-4818983,458884052
2021-10-21,xrp,0,0,68939447
2021-10-22,btc,-1724338921,1513412,9301656
2021-10-22,eth,-2547149238,-1642462,199644180
2021-10-22,xrp,0,0,59804032
2021-10-23,btc,0,0,-9801395
2021-10-23,eth,-40734550,-31125,313235314
2021-10-23,xrp,0,0,63027861
2021-10-24,btc,0,0,-15016145
2021-10-24,eth,0,0,222392340
2021-10-24,xrp,0,0,76846160
2021-10-25,btc,0,0,-9607048
2021-10-25,eth,0,0,240704944
2021-10-25,xrp,0,0,42134229
2021-10-26,btc,0,0,-11936941
2021-10-26,eth,0,0,177213447
2021-10-26,xrp,0,0,60817901
2021-10-27,btc,0,-2567689,-15192933
2021-10-27,eth,0,0,165845236
2021-10-27,xrp,0,0,34010037
2021-10-28,btc,0,0,-17387974
2021-10-28,eth,0,0,160862595
2021-10-28,xrp,0,0,14259045
2021-10-29,btc,1297387251,-116288,-26168509
2021-10-29,eth,0,0,279800629
2021-10-29,xrp,0,0,47795188
2021-10-30,btc,0,0,-15603728
2021-10-30,eth,0,0,283658757
2021-10-30,xrp,0,0,31871875
2021-10-31,btc,617732048,2564649,863126
2021-10-31,eth,0,687948,139311132
2021-10-31,xrp,0,0,27419279
2021-11-01,btc,0,0,7404271
2021-11-01,eth,0,0,183015743
2021-11-01,xrp,0,0,22860109
2021-11-02,btc,0,0,10604978
2021-11-02,eth,0,0,254213969
2021-11-02,xrp,0,0,47493971
2021-11-03,btc,0,0,12630299
2021-11-03,eth,0,0,192587017
2021-11-03,xrp,0,0,53827601
2021-11-04,btc,0,0,4851653
2021-11-04,eth,0,0,256204987
2021-11-04,xrp,0,0,53227023
2021-11-05,btc,0,0,4865223
2021-11-05,eth,-2451992303,869217,93515695
2021-11-05,xrp,0,0,47625747
2021-11-06,btc,0,0,4916755
2021-11-06,eth,0,0,136499948
2021-11-06,xrp,0,0,55419521
2021-11-07,btc,0,0,4819371
2021-11-07,eth,0,0,118039609
2021-11-07,xrp,0,0,31202659
2021-11-08,btc,0,0,11633542
2021-11-08,eth,0,0,177107882
2021-11-08,xrp,0,0,67422557
2021-11-09,btc,-1374691128,-193288,11758685
2021-11-09,eth,0,0,99713809
2021-11-09,xrp,0,0,59777300
2021-11-10,btc,0,2661391,-37388
2021-11-10,eth,0,0,174127261
2021-11-10,xrp,0,0,68686353
2021-11-11,btc,0,0,-13403329
2021-11-11,eth,0,0,103889874
2021-11-11,xrp,0,0,58735191
2021-11-12,btc,0,582370,-9812136
2021-11-12,eth,0,0,76179960
2021-11-12,xrp,0,0,48014412
2021-11-13,btc,0,0,-16129991
2021-11-13,eth,0,0,113102981
2021-11-13,xrp,0,0,36561602
2021-11-14,btc,0,0,-15964273
2021-11-14,eth,0,0,89558876
2021-11-14,xrp,0,0,34886101
2021-11-15,btc,0,0,-15765842
2021-11-15,eth,0,0,89520138
2021-11-15,xrp,0,0,32744391
2021-11-16,btc,-1059644921,621518,-11385153
2021-11-16,eth,-9447722994,-8196922,103815679
2021-11-16,xrp,0,0,25193233
2021-11-17,btc,0,0,-17960044
2021-11-17,eth,-3954266755,-2061129,92061376
2021-11-17,xrp,0,0,30750976
2021-11-18,btc,0,-809597,-18270729
2021-11-18,eth,-3441033120,-7804380,45549517
2021-11-18,xrp,-831304872,-1454327,33411593
2021-11-19,btc,0,0,-26806245
2021-11-20,btc,0,0,-7869486
2021-11-21,btc,0,0,-25928764
2021-11-22,btc,0,0,-26867988
2021-11-23,btc,0,0,-26834315
2021-11-24,btc,0,0,-26981997
2021-11-25,btc,0,0,-26242009
2021-11-26,btc,-169432027,1454644,-34481194
2021-11-26,eth,1123682953,-5673069,42881209
2021-11-27,btc,0,0,-38112662
2021-11-27,eth,0,0,40666104
2021-11-28,btc,-1260103981,313687,-28906065
2021-11-28,eth,670423087,-5187934,0
2021-11-29,btc,-576791953,1179881,-27581792
2021-11-30,btc,-57548903,227675,-25922342
2021-12-01,btc,0,0,-26227749
2021-12-02,btc,0,0,-26643887
2021-12-03,btc,0,0,-26998699
2021-12-04,btc,-8226338494,-1519025,36659820
2021-12-05,btc,0,0,69864482
2021-12-06,btc,-8400008081,121302,15948104
2021-12-07,btc,0,0,59065
2021-12-08,btc,0,0,-85927
2021-12-09,btc,0,0,-87085
2021-12-10,btc,0,0,-79846
2021-12-11,btc,0,0,-46225
2021-12-12,btc,0,0,43365
2021-12-13,btc,0,0,14610
2021-12-14,btc,0,0,-13970
2021-12-15,btc,0,0,-82230
2021-12-16,btc,0,0,-65701
2021-12-17,btc,0,0,-53881
2021-12-18,btc,0,0,-35504
2021-12-19,btc,0,0,-36290
2021-12-20,btc,0,2001222,-2341372
2021-12-21,btc,0,0,-6756305
2021-12-22,btc,382945735,1304868,-3288519
2021-12-23,btc,576602517,-1232536,-1073512
2021-12-24,btc,169606866,-3075526,-3458361
2021-12-25,btc,0,0,-1844916
2021-12-26,btc,0,0,-7350213
2021-12-27,btc,0,0,14129821
2021-12-28,btc,0,0,3272952
2021-12-29,btc,0,0,17888434
2021-12-30,btc,0,0,-3671287
2021-12-31,btc,0,0,5407441
