time,CapMrktCurUSD,PriceUSD,SplyCur
2018-09-20,112288488870.2254,6498.60711104617,17278854.8301928
2018-09-21,116491363596.52646,6741.14289888954,17280654.83016477
2018-09-22,115888008971.5252,6705.47605113969,17282592.330164
2018-09-23,115860149884.85667,6703.13684950321,17284467.330164
2018-09-24,113684243861.49072,6576.5450032145,17286317.3301367
2018-09-25,110930242226.68497,6416.44402162478,17288429.8301094
2018-09-26,111750680973.86244,6463.25040356517,17290167.3300821
2018-09-27,115473953608.52664,6677.90048860316,17291954.83005479
2018-09-28,114539547907.19228,6623.12615984804,17293879.82997749
2018-09-29,113884047547.05753,6584.49914757452,17295779.82996749
2018-09-30,114243175578.83426,6604.485028346,17297817.32996749
2018-10-01,113518016605.85883,6561.81383226184,17299792.32994019
2018-10-02,112610666756.30328,6508.72093863238,17301504.82991289
2018-10-03,111856548131.17673,6464.45684365868,17303317.32988559
2018-10-04,113267427334.0738,6545.28566773816,17305192.32985829
2018-10-05,113967980867.00935,6585.14957977791,17306817.32985829
2018-10-06,113378166758.79816,6550.47831589714,17308379.82985829
2018-10-07,113633692973.18517,6564.56826008182,17310154.82985759
2018-10-08,114339270103.70224,6604.68527410871,17311842.32985759
2018-10-09,114103170639.18616,6590.42862215079,17313467.32983029
2018-10-10,113053154102.98314,6529.10243600234,17315267.32979299
2018-10-11,106661330255.67244,6159.25164260666,17317254.82976569
2018-10-12,107233068566.12044,6191.67722326125,17318904.82973839
2018-10-13,107348052161.21346,6197.68569637639,17320667.32973839
2018-10-14,107100406864.61185,6182.87934424313,17322092.32973839
2018-10-15,111614357755.55241,6442.71541408533,17324117.32971109
2018-10-16,111958262043.08224,6461.93715926359,17325804.82968379
2018-10-17,111636608391.73184,6442.73070017534,17327529.82965649
2018-10-18,110846228676.42816,6396.47981209819,17329254.82962919
2018-10-19,110625312452.34442,6383.07784015196,17331029.82960189
2018-10-20,111073074254.35512,6408.25274634717,17332817.32960189
2018-10-21,111206991506.71556,6415.34050292227,17334542.32960189
2018-10-22,111092745870.69737,6408.03363559322,17336479.82957459
2018-10-23,110896223452.83104,6395.98766686149,17338404.82954649
2018-10-24,111214183524.86855,6413.80364114553,17339817.32951919
2018-10-25,111026107522.98996,6402.3248591467,17341529.82949189
2018-10-26,111068486835.02596,6404.10855230859,17343317.32946459
2018-10-27,111171246478.54549,6409.40532758621,17345017.32946459
2018-10-28,111134376406.18802,6406.63325306838,17346767.32946459
2018-10-29,108654957796.83511,6263.0417346581,17348592.32943729
2018-10-30,108825354861.77647,6272.16772822911,17350517.32943729
2018-10-31,109430710322.48328,6306.31693132671,17352554.82940999
2018-11-01,110079075092.29424,6342.97750058445,17354479.82940999
2018-11-02,110180510973.50604,6348.16858270018,17356267.32940999
2018-11-03,109920163681.27742,6332.43413296318,17358279.82940925
2018-11-04,111457353102.79344,6420.42200029223,17359817.32940925
2018-11-05,111165512798.97427,6402.94683898305,17361617.32940925
2018-11-06,111839004285.48557,6441.14521887785,17363217.32938195
2018-11-07,112886579168.95436,6500.86980508475,17364842.32935391
2018-11-08,111261944815.82117,6406.75293746347,17366354.82932661
2018-11-09,109963021291.8608,6331.37876709527,17367942.32929931
2018-11-10,110350898799.03008,6353.11273407364,17369579.82929931
2018-11-11,110055044898.53024,6335.41420397428,17371404.82929931
2018-11-12,109809736244.71677,6320.65605376972,17373154.82927201
2018-11-13,108903259088.7863,6267.9379912332,17374654.82924471
2018-11-14,96860221302.46275,5574.25834891876,17376342.32924471
2018-11-15,96248717597.61153,5538.56060783168,17377929.8291894
2018-11-16,95518040630.44853,5496.01623115137,17379504.8291621
2018-11-17,95616231626.28333,5501.09234044418,17381317.3291621
2018-11-18,96568300411.74496,5555.3763383986,17382854.8291621
2018-11-19,83309665038.67566,4792.20002367037,17384429.8291348
2018-11-20,75064932894.56097,4317.53067007598,17386079.8291075
2018-11-21,79100846618.07187,4549.32200993571,17387392.3290802
2018-11-22,74835214989.06079,4303.61554850964,17388917.3290529
2018-11-23,74603295134.03229,4289.89285330216,17390479.8290256
2018-11-24,66200481496.8158,3806.31692489772,17392267.3290256
2018-11-25,68650951140.12603,3946.85087434249,17393854.8290256
2018-11-26,64367371529.51591,3700.28599269433,17395242.3289983
2018-11-27,65700289252.32034,3776.55590531853,17396879.8289983
2018-11-28,73220546017.23143,4208.47526914085,17398354.82796581
2018-11-29,73757876886.60486,4239.03948831093,17399667.32793851
2018-11-30,69139707027.07185,3973.33405230859,17400929.82791121
2018-12-01,72186769334.42615,4148.07372559906,17402479.82791121
2018-12-02,71334198592.28998,4098.74676388077,17403904.82791121
2018-12-03,66905681722.15498,3843.9766659848,17405329.82788391
2018-12-04,67764822761.35066,3892.95164699006,17407054.82785661
2018-12-05,64577860936.27737,3709.52085827002,17408679.82782931
2018-12-06,61144670013.32359,3511.96898158971,17410367.32780201
2018-12-07,58729900521.63701,3372.99569257744,17411792.32777471
2018-12-08,59343948586.4894,3407.95119462303,17413379.82777471
2018-12-09,61656683797.12884,3540.43957597896,17414979.82777471
2018-12-10,59452937061.822815,3413.59258416131,17416529.82774741
2018-12-11,58395272773.26061,3352.56420017534,17418092.32771934
2018-12-12,59627489561.96775,3423.01291788428,17419592.32769204
2018-12-13,56799160023.82104,3260.34158240795,17421229.82766474
2018-12-14,55735437225.00024,3198.94747369959,17423054.82763744
2018-12-15,55499651896.21167,3185.07404383402,17424917.32763744
2018-12-16,55684427860.85024,3195.41455523086,17426354.82763744
2018-12-17,60984540763.57042,3499.15648188194,17428354.82761014
