posting_date,wallet_present,wallet_sat,model_sat,difference_sat,cumulative_difference_sat,within_wallet_period
2019-07-20,True,5815841,5815841.0,0.0,-0.0002234731800854206,True
2019-07-21,True,5656184,5656184.0,0.0,-0.0002234731800854206,True
2019-07-22,True,731511378,731511377.7773589,-0.22264111042022705,-0.22286458360031247,True
2019-07-23,True,-977,-977.0,0.0,-0.22286458360031247,True
2019-07-24,True,4745059,4745059.222637534,0.22263753414154053,-0.00022704945877194405,True
2019-07-25,True,215694710,215694710.33144057,0.3314405679702759,0.33121351851150393,True
2019-07-26,True,913194753,913194752.5438311,-0.45616888999938965,-0.12495537148788571,True
2019-07-27,True,-1663458402,-1663458401.6746054,0.3253946304321289,0.2004392589442432,True
2019-07-28,True,-15745344,-15745344.0,0.0,0.2004392589442432,True
2019-07-29,True,-166123363,-166123362.9116741,0.08832588791847229,0.2887651468627155,True
2019-07-30,True,1296,1296.0,0.0,0.2887651468627155,True
2019-07-31,True,7232167,7232167.0,0.0,0.2887651468627155,True
2019-08-01,True,-978709455,-978709455.7046703,-0.7046703100204468,-0.4159051631577313,True
2019-08-02,True,-8180285,-8180284.4997151755,0.5002848245203495,0.08437966136261821,True
2019-08-03,True,280580348,280580347.5868105,-0.41318947076797485,-0.32880980940535665,True
2019-08-04,True,-1644,-1644.0,0.0,-0.32880980940535665,True
2019-08-05,True,171836424,171836423.92486313,-0.07513687014579773,-0.4039466795511544,True
2019-08-06,True,112774412,112774412.40368792,0.4036879241466522,-0.0002587554045021534,True
2019-08-07,True,780314856,780314844.9932368,-11.006763219833374,-11.007021975237876,True
2019-08-08,True,993610969,993610980.168217,11.168216943740845,0.16119496850296855,True
2019-08-09,True,-641918303,-641918304.0317036,-1.0317035913467407,-0.8705086228437722,True
2019-08-10,True,195169926,195169927.25405094,1.2540509402751923,0.3835423174314201,True
2019-08-11,True,-6584,-6584.0,0.0,0.3835423174314201,True
2019-08-12,True,-1514,-1514.0,0.0,0.3835423174314201,True
